Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
LIS665	LIS_665_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS665/LIS665_EKDN240031764-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS665/LIS665_EKDN240031764-1A_227WHLLT4_L3_2.fq.gz	NA
LIS718	LIS_718_Sh	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s1_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s1_2.fq.gz	NA
LIS718	LIS_718_Sh	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s2_2.fq.gz	NA
LIS718	LIS_718_Sh	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s3_2.fq.gz	NA
LIS718	LIS_718_Sh	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s4_2.fq.gz	NA
LIS718	LIS_718_Sh	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS718/LIS718_EKDN240031765-1A_227YTJLT4_L1_s5_2.fq.gz	NA
LIS1022	LIS_1022_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1022/LIS1022_EKDN240031766-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1022/LIS1022_EKDN240031766-1A_227WHLLT4_L2_2.fq.gz	NA
LIS1022	LIS_1022_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1022/LIS1022_EKDN240031766-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1022/LIS1022_EKDN240031766-1A_227WHLLT4_L3_2.fq.gz	NA
LIS1242	LIS_1242_Sh1	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1242/LIS1242_EKDN240031767-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1242/LIS1242_EKDN240031767-1A_227WHLLT4_L2_2.fq.gz	NA
LIS1242	LIS_1242_Sh1	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1242/LIS1242_EKDN240031767-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1242/LIS1242_EKDN240031767-1A_227WHLLT4_L3_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s1_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s1_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s2_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s3_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s4_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s5_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s6_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s6_2.fq.gz	NA
LIS1300	LIS_1300_Q	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22C3YWLT4_L6_s7_2.fq.gz	NA
LIS1300	LIS_1300_Q	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22MCHHLT3_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1300/LIS1300_EKDN240031768-1A_22MCHHLT3_L3_2.fq.gz	NA
LIS1602	LIS_1602_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1602/LIS1602_EKDN240031769-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1602/LIS1602_EKDN240031769-1A_227WHLLT4_L2_2.fq.gz	NA
LIS1602	LIS_1602_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1602/LIS1602_EKDN240031769-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1602/LIS1602_EKDN240031769-1A_227WHLLT4_L3_2.fq.gz	NA
LIS1598	LIS_1598_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1598/LIS1598_EKDN240031770-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1598/LIS1598_EKDN240031770-1A_227WHLLT4_L2_2.fq.gz	NA
LIS1598	LIS_1598_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1598/LIS1598_EKDN240031770-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS1598/LIS1598_EKDN240031770-1A_227WHLLT4_L3_2.fq.gz	NA
LIS557	LIS_557_Sh	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MCJWLT3_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MCJWLT3_L7_2.fq.gz	NA
LIS557	LIS_557_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L2_2.fq.gz	NA
LIS557	LIS_557_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L3_2.fq.gz	NA
LIS557	LIS_557_Sh	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS557/LIS557_EKDN240031771-1A_22MGF2LT3_L4_2.fq.gz	NA
LIS904	LIS_904_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS904/LIS904_EKDN240031772-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS904/LIS904_EKDN240031772-1A_227WHLLT4_L2_2.fq.gz	NA
LIS904	LIS_904_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS904/LIS904_EKDN240031772-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS904/LIS904_EKDN240031772-1A_227WHLLT4_L3_2.fq.gz	NA
LIS935	LIS_935_Sh	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS935/LIS935_EKDN240031773-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS935/LIS935_EKDN240031773-1A_227WHLLT4_L2_2.fq.gz	NA
LIS935	LIS_935_Sh	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS935/LIS935_EKDN240031773-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS935/LIS935_EKDN240031773-1A_227WHLLT4_L3_2.fq.gz	NA
LIS801	LIS_801_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s1_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s1_2.fq.gz	NA
LIS801	LIS_801_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s2_2.fq.gz	NA
LIS801	LIS_801_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s3_2.fq.gz	NA
LIS801	LIS_801_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s4_2.fq.gz	NA
LIS801	LIS_801_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS801/LIS801_EKDN240031774-1A_227WHLLT4_L8_s5_2.fq.gz	NA
LIS802	LIS_802_Sh	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS802/LIS802_EKDN240032752-1A_227WHLLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS802/LIS802_EKDN240032752-1A_227WHLLT4_L7_2.fq.gz	NA
LIS802	LIS_802_Sh	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS802/LIS802_EKDN240032752-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/LIS802/LIS802_EKDN240032752-1A_227WHLLT4_L8_2.fq.gz	NA
S212969	S21_2969	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212969/S212969_EKDN240031775-1A_227WHLLT4_L4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212969/S212969_EKDN240031775-1A_227WHLLT4_L4_2.fq.gz	NA
S212969	S21_2969	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212969/S212969_EKDN240031775-1A_227WHLLT4_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S212969/S212969_EKDN240031775-1A_227WHLLT4_L5_2.fq.gz	NA
F12232	F12_232	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/F12232/F12232_EKDN240031776-1A_227WHLLT4_L4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/F12232/F12232_EKDN240031776-1A_227WHLLT4_L4_2.fq.gz	NA
F12232	F12_232	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/F12232/F12232_EKDN240031776-1A_227WHLLT4_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/F12232/F12232_EKDN240031776-1A_227WHLLT4_L5_2.fq.gz	NA
S121604	S12_1604	1	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_227YTJLT4_L1_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_227YTJLT4_L1_2.fq.gz	NA
S121604	S12_1604	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_22C52TLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_22C52TLT4_L8_2.fq.gz	NA
S121604	S12_1604	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_22MG2HLT3_L4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S121604/S121604_EKDN240031777-1A_22MG2HLT3_L4_2.fq.gz	NA
S170478	S17_0478	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S170478/S170478_EKDN240031778-1A_227WHLLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S170478/S170478_EKDN240031778-1A_227WHLLT4_L7_2.fq.gz	NA
S170478	S17_0478	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S170478/S170478_EKDN240031778-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S170478/S170478_EKDN240031778-1A_227WHLLT4_L8_2.fq.gz	NA
S142040	S14_2040	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L5_2.fq.gz	NA
S142040	S14_2040	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L6_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L6_2.fq.gz	NA
S142040	S14_2040	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_227VYCLT4_L8_2.fq.gz	NA
S142040	S14_2040	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_22C52TLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S142040/S142040_EKDN240031779-1A_22C52TLT4_L2_2.fq.gz	NA
S140424	S14_0424	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S140424/S140424_EKDN240031780-1A_227WHLLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S140424/S140424_EKDN240031780-1A_227WHLLT4_L7_2.fq.gz	NA
S140424	S14_0424	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S140424/S140424_EKDN240031780-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S140424/S140424_EKDN240031780-1A_227WHLLT4_L8_2.fq.gz	NA
S080738	S08_0738	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S080738/S080738_EKDN240031781-1A_22C3N5LT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S080738/S080738_EKDN240031781-1A_22C3N5LT4_L7_2.fq.gz	NA
S080738	S08_0738	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S080738/S080738_EKDN240031781-1A_22MGFYLT3_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S080738/S080738_EKDN240031781-1A_22MGFYLT3_L2_2.fq.gz	NA
S120237	S12_0237	4	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22C3KFLT4_L4_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22C3KFLT4_L4_2.fq.gz	NA
S120237	S12_0237	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22C3YWLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22C3YWLT4_L7_2.fq.gz	NA
S120237	S12_0237	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22MCHHLT3_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22MCHHLT3_L3_2.fq.gz	NA
S120237	S12_0237	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22MCJWLT3_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S120237/S120237_EKDN240031782-1A_22MCJWLT3_L5_2.fq.gz	NA
S100038	S10_0038	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_227YTJLT4_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_227YTJLT4_L5_2.fq.gz	NA
S100038	S10_0038	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_227YTJLT4_L6_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_227YTJLT4_L6_2.fq.gz	NA
S100038	S10_0038	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_22C52NLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_22C52NLT4_L7_2.fq.gz	NA
S100038	S10_0038	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_22MG2HLT3_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/S100038/S100038_EKDN240031784-1A_22MG2HLT3_L3_2.fq.gz	NA
X8836	x8836	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22C3YWLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22C3YWLT4_L7_2.fq.gz	NA
X8836	x8836	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22MCHHLT3_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22MCHHLT3_L3_2.fq.gz	NA
X8836	x8836	5	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22MGF2LT3_L5_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8836/X8836_EKDN240031785-1A_22MGF2LT3_L5_2.fq.gz	NA
X6820	x6820	6	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X6820/X6820_EKDN240031787-1A_227WHLLT4_L6_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X6820/X6820_EKDN240031787-1A_227WHLLT4_L6_2.fq.gz	NA
X6820	x6820	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X6820/X6820_EKDN240031787-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X6820/X6820_EKDN240031787-1A_227WHLLT4_L8_2.fq.gz	NA
X11469	x11469	7	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X11469/X11469_EKDN240031789-1A_227WHLLT4_L7_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X11469/X11469_EKDN240031789-1A_227WHLLT4_L7_2.fq.gz	NA
X11469	x11469	8	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X11469/X11469_EKDN240031789-1A_227WHLLT4_L8_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X11469/X11469_EKDN240031789-1A_227WHLLT4_L8_2.fq.gz	NA
X8833	x8833	2	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8833/X8833_EKDN240032749-1A_227WHLLT4_L2_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8833/X8833_EKDN240032749-1A_227WHLLT4_L2_2.fq.gz	NA
X8833	x8833	3	2	PE	Fox	double	none	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8833/X8833_EKDN240032749-1A_227WHLLT4_L3_1.fq.gz	/gpfs/home/xrq24scu/bergstromlab/foxseq2024/X8833/X8833_EKDN240032749-1A_227WHLLT4_L3_2.fq.gz	NA
